Abbrev,Name,States,Coast,INSIDE_X,INSIDE_Y,int_position,mean,n,sd,min,Q025,Q25,median,Q75,Q975,max,pct_of_all_data,zStar_uncertainty,mhw_msl,rslr,IQR,log_MHW_MSL,log_IQR,log_ZstarUncertainty
Queets_Qu,Queets-Quinault,WA,Pacific,-124.014534809,47.4867134825,12,1.228240512384915,355,1.0619511144317157,-1.8317139148712158,-1.4127891063690186,1.1780537962913513,1.3078036308288574,1.4265127778053284,2.209943723678586,11.198343276977539,0.0017487387529620804,0.25940990447998047,1.017728328704834,0.3113173246383667,0.24845898151397705,0.017573014835835562,-1.3924775114001418,-1.3493458255620236
Skokomish,Skokomish,WA,Pacific,-123.325199764,47.4449947546,13,0.9304983710249265,45,0.6818141517245577,-0.5433411598205566,0.11188957914710046,0.376290887594223,0.7336629033088684,1.5613106489181519,2.0744709730148316,2.242776393890381,2.2167110953040455e-4,0.19643788039684296,1.2170839309692383,0.36496850848197937,1.1850197613239288,0.19645777709101234,0.1697594506707726,-1.6274090279485014
Duwamish,Duwamish,WA,Pacific,-121.852528204,47.2922595296,14,2.3450933231247797,9,1.7542000185167377,-1.2479454278945923,-0.8156945109367371,2.0378684997558594,2.607553243637085,3.227994441986084,4.714996576309205,5.025676250457764,4.4334221906080906e-05,0.20685319602489471,1.1947928667068481,0.5291926264762878,1.1901259422302246,0.17797283705981282,0.17405913533034723,-1.5757459352639638
Lower_Che,Lower Chehalis,WA,Pacific,-123.528643924,47.1614459324,15,1.0935596930470697,187,0.5636229210806604,-1.5909422636032104,-0.8665098994970322,1.0500584840774536,1.2706665992736816,1.3762494325637817,1.6217700242996216,1.7999191284179688,9.211666107152366e-4,0.20523911714553833,1.1869909763336182,0.5542300939559937,0.3261909484863281,0.17142151352080703,-1.1202723375360466,-1.5835795544887692
Grays_Har,Grays Harbor,WA,Pacific,-123.919697204,47.0962397801,16,1.0002833440399248,11657,0.8647393913744382,-1.7515225410461426,-1.4129174947738647,0.7970907688140869,1.0652517080307007,1.3246755599975586,2.3214770793914803,13.744647979736328,0.05742266941768724,0.230874702334404,1.0782698392868042,0.6127732694149017,0.5275847911834717,0.07535775590059378,-0.6394456849694179,-1.4658801297568875
Nisqually,Nisqually,WA,Pacific,-122.275336341,46.8547786772,18,1.0494342557693783,95,0.7762753815226932,-1.2229113578796387,0.1768039956688881,0.5850981175899506,0.9930551648139954,1.3160855770111084,2.446332991123199,5.1704607009887695,4.679723423419651e-4,0.1676557958126068,1.465632438659668,0.47577008605003357,0.7309874594211578,0.3822868480577376,-0.3133589747541268,-1.7858422357601718
Willapa_B,Willapa Bay,WA,Pacific,-123.796829398,46.621186367,19,1.0661952596287194,28459,0.9627310591711311,-1.9148045778274536,-0.420442022383213,0.6915545761585236,1.1277228593826294,1.3736655116081238,2.528531074523926,22.543983459472656,0.14018973569168405,0.236489400267601,1.042834758758545,0.7344487309455872,0.6821109354496002,0.04194273466453781,-0.382562972417135,-1.441851891219036
Lower_Co4,Lower Columbia,"OR,WA",Pacific,-123.69061291,46.2022203008,21,0.40930754155988264,18702,1.471906491073612,-2.1021921634674072,-1.956447958946228,-0.16215786337852478,0.3713655024766922,0.7119549512863159,3.3646939933299995,25.948686599731445,0.09212651312083613,0.2333446592092514,1.0461021661758423,0.4514925926923752,0.8741128146648407,0.045071034081276155,-0.13454583309263166,-1.4552386943166236
Lower_Co3,Lower Columbia-Clatskanie,"OR,WA",Pacific,-122.924287621,46.0407106721,22,0.25184129455465837,1064,0.8559925772459146,-2.199739456176758,-2.0848720014095306,0.08439798653125763,0.5210477709770203,0.7813939154148102,1.236232370138168,2.755504608154297,0.0052412902342300095,0.23998695611953735,1.059464931488037,0.5060197710990906,0.6969959288835526,0.057763999063787215,-0.3609757091517954,-1.427170706619061
Nehalem,Nehalem,OR,Pacific,-123.474155181,45.84232744,25,1.7482778382699893,2937,6.622826031691984,-2.3951256275177,-1.9258420944213865,0.5085580945014954,0.9161457419395447,1.2416318655014038,6.5318411827087335,75.45899963378906,0.014467734415351069,0.29146072268486023,0.9111131429672241,0.5376656651496887,0.7330737709999084,-0.0930881929825209,-0.3105089395949314,-1.2328500243460703
Wilson_Tr,Wilson-Trusk-Nestuccu,OR,Pacific,-123.748635145,45.3903797321,28,2.019962140959599,9572,7.168598181445753,-2.4722840785980225,-1.4059366971254348,0.7025452852249146,1.0771971940994263,1.475465476512909,9.7706937789917,231.4047088623047,0.04715190800944516,0.3065905123949051,0.8799397945404053,0.5965168476104736,0.7729201912879944,-0.12790178914531194,-0.2575794811479251,-1.1822422575929976
Siletz_Ya,Siletz-Yaquina,OR,Pacific,-123.862025608,44.7803420208,30,3.0897135395006097,4984,7.3655723127920565,-2.1842339038848877,-1.9738803029060366,0.9432014524936676,1.2444196939468384,1.6434554159641266,26.519415712356576,142.3633270263672,0.024551306886656358,0.2811847925186157,0.9261523485183716,0.72998809814453125,0.700253963470459,-0.07671653463043906,-0.3563122047787385,-1.2687432011673
Alsea,Alsea,OR,Pacific,-123.889505408,44.3435236481,31,2.162348216265417,2799,4.560785197970487,-2.215672016143799,-1.8501945197582244,0.845949649810791,1.2768417596817017,1.4405268430709839,16.444148159027023,47.283145904541016,0.013787943012791163,0.2777358293533325,0.8645663261413574,0.776788592338562,0.5945771932601929,-0.14552725483374673,-0.5199047255947475,-1.281084871193879
Siuslaw,Siuslaw,OR,Pacific,-123.658865292,44.0233831314,32,1.002099906790166,1175,2.7111090762016685,-2.1408331394195557,-1.6200257360935209,0.2637498527765274,0.7423930764198303,1.0618577599525452,5.24488639831543,37.6248893737793,0.005788078971071674,0.29957008361816406,0.8796658515930176,0.6492177844047546,0.7981079071760178,-0.1282131577183816,-0.2255114686489173,-1.2054068867368588
Siltcoos,Siltcoos,OR,Pacific,-124.109757683,43.8710807883,33,3.504754509244646,7,2.696084431265001,-2.133542776107788,-1.453783786296845,3.4314610958099365,4.598903179168701,4.6318511962890625,5.749821972846984,5.941296577453613,3.448217259361848e-5,0.4119625389575958,0.8864332437515259,0.620531439781189,1.200390100479126,-0.12054945946006672,0.18264658769829176,-0.8868228586267306
Umpqua,Umpqua,OR,Pacific,-123.557148737,43.6143136128,34,1.7549064314563112,1280,5.356292730003667,-2.0732879638671875,-1.9996925592422485,0.6197740286588669,1.1513341665267944,1.428749144077301,11.22301692962644,78.42286682128906,0.006305311559975951,0.29259391129016876,0.8972700834274292,0.6077398359775543,0.8089751154184341,-0.10839836589210139,-0.21198712207728515,-1.2289695996004264
Coos,Coos,OR,Pacific,-124.06534079,43.4029236983,35,2.6322791119825273,5389,7.02170234139815,-2.063382625579834,-1.4111458301544189,0.4713534116744995,1.0042904615402222,1.453073501586914,18.599246597290048,115.65839385986328,0.02654634687243,0.2646748721599579,0.9095736742019653,0.5572364926338196,0.9817200899124146,-0.09477927913486626,-0.018449052081916162,-1.3292531037604314
Coquille,Coquille,OR,Pacific,-124.005685353,43.0363989119,36,2.182684002795634,1819,2.772649356648486,-2.174574136734009,-0.32024119496345516,0.9417554140090942,1.3129868507385254,2.7722471952438354,7.566832470893859,50.86930847167969,0.008960438849684574,0.2944594919681549,0.8134455680847168,0.6027757525444031,1.8304917812347412,-0.20647626533644992,0.6045846636662666,-1.222613833846387
Lower_Rog,Lower Rogue,OR,Pacific,-123.743483341,42.5988838908,38,1.9854159081300182,239,2.798355601923893,-2.256838798522949,-2.228718888759613,0.8880798518657684,1.509609580039978,2.605963110923767,9.363560676574705,14.339885711669922,0.0011773198928392598,0.3052996098995209,0.7880245447158813,0.42056143283843994,1.7178832590579987,-0.23822604149274973,0.5410928695989955,-1.1864616570032713
Smith,Smith,"CA,OR",Pacific,-123.987563788,41.811709964,40,2.826351248211421,3358,1.678807722608435,-3.1799185276031494,0.3016192987561235,1.9875470101833344,2.4472795724868774,3.4203436970710754,6.735751450061798,32.84208679199219,0.01654159079562441,0.32968616485595703,0.7504862546920776,-0.4087855815887451,1.432796686887741,-0.2870339429436579,0.3596282594276191,-1.1096140926118583
Lower_Kla,Lower Klamath,CA,Pacific,-123.614486158,41.5334464845,41,2.0503877766119936,9,3.132968546380024,-0.8558554649353027,-0.7035660281777383,0.006221421528607607,0.38308417797088623,3.225511312484741,7.2740397453308105,7.329087734222412,4.4334221906080906e-05,0.33431532979011536,0.7628509998321533,0.004554813262075186,3.2192898909561336,-0.2706925487701133,1.1691608044768687,-1.0956706302206318
Mad_Redwo,Mad-Redwood,CA,Pacific,-123.921286181,40.8709313572,42,1.6138432319943166,9410,1.977294991216862,-2.8753724098205566,-0.8569755613803864,0.5177755355834961,1.2173636555671692,2.136132836341858,7.373781943321225,23.321645736694336,0.0463538920151357,0.3011323809623718,0.7971805334091187,1.5762531757354736,1.6183573007583618,-0.22667410964570472,0.4814116229088874,-1.2002053070569318
Mattole,Mattole,CA,Pacific,-124.210967995,40.2765769638,43,4.720948561643943,39,6.537778136643662,-2.888883352279663,-1.1677938461303707,0.9174574315547943,2.6515519618988037,5.736958742141724,25.771147441864002,29.881675720214844,1.9211496159301725e-4,0.43436726927757263,0.7219381332397461,0.9711043238639832,4.819501310586929,-0.32581583179433277,1.5726704601760597,-0.8338648601680505
Lower_Eel,Lower Eel,CA,Pacific,-123.663972835,40.2606297038,44,1.3090357121132608,5436,1.0565315304044967,-2.8776662349700928,-0.6149420961737633,0.672828882932663,1.3032464981079102,1.8191040754318237,3.6457921862602234,11.683953285217285,0.02677787003127287,0.33623698353767395,0.7426910400390625,1.4685935974121094,1.1462751924991608,-0.2974751484175428,0.13651772253603772,-1.089939059483993
Big_Navar,Big-Navarro-Garcia,CA,Pacific,-123.622193845,39.267877044,45,4.404127953917045,725,7.241045624876441,-3.2598819732666016,-2.915696668624878,0.37407219409942627,2.4829413890838623,5.0878586769104,27.28822669982908,45.008827209472656,0.0035713678757676288,0.45978444814682007,0.6669439673423767,0.17971382290124893,4.713786482810974,-0.405049243578241,1.5504915092180709,-0.7769974903072352
Russian,Russian,CA,Pacific,-122.983330755,38.7886949317,46,3.8297653401151615,47,3.546422347526174,-2.97099232673645,0.7059573918581009,2.491593360900879,2.8607125282287598,4.0261958837509155,13.760242462158208,17.96978187561035,2.3152315884286695e-4,0.4460647702217102,0.6728793382644653,-0.46596741676330566,1.5346025228500366,-0.39618925476610173,0.42827140473898734,-0.8072911127938059
Gualala_S,Gualala-Salmon,CA,Pacific,-123.280295932,38.6209036537,47,3.5373715307827283,226,5.423794357019334,-3.258988380432129,-3.1418840289115906,0.10541335865855217,2.53134286403656,5.25360369682312,18.26296043395996,30.625394821166992,0.001113281572308254,0.4484635442495346,0.6559947729110718,-0.34164173901081085,5.148190338164568,-0.4216024581931599,1.6386452622758279,-0.8019278845115477
Lower_Sac,Lower Sacramento,CA,Pacific,-121.713398488,38.4395707796,48,0.6387218064608176,8960,1.4445059513781113,-14.164876937866211,-1.4033994793891906,-0.06886033900082111,0.8027656674385071,1.4819778203964233,2.6465871989727017,9.533738136291504,0.04413718091983165,0.40158168971538544,0.6391009092330933,-0.8723521828651428,1.5508381593972445,-0.4476929196495647,0.43879553277786376,-0.9123443049822091
San_Pablo,San Pablo Bay,CA,Pacific,-122.42517577,38.1856260561,50,0.9876248956436818,85154,1.4714602343448089,-31.69097328186035,-1.6686956137418747,0.8330454379320145,1.1577670574188232,1.295625925064087,3.1307298600673703,66.5965576171875,0.4194707035767126,0.3510078936815262,0.6800644397735596,-0.8156608939170837,0.46258048713207245,-0.38556772092896247,-0.7709347109389573,-1.0469465666479905
Suisun_Ba,Suisun Bay,CA,Pacific,-122.031614327,38.095016992,52,-0.4240324142748297,235776,1.3721553960756683,-25.712392807006836,-2.635366678237915,-1.3896257281303406,-0.6280480027198792,0.6552574187517166,2.006997287273407,48.03898239135742,1.1614383893475702,0.3993014544248581,0.6223325729370117,-0.8531750738620758,2.044883146882057,-0.47428064595660047,0.7153406469731927,-0.9180386224831861
Tomales_D,Tomales-Drake Bays,CA,Pacific,-122.859180606,38.043509743,53,1.5683540725825331,5973,3.6177385614376694,-3.394418478012085,-0.8672573089599609,0.2089224010705948,0.794571042060852,1.1876375675201416,12.656052589416449,83.519622802734375,0.02942314527166903,0.3804042339324951,0.6550134420394897,-0.7483927607536316,0.9787151664495468,-0.4230995213597683,-0.021514622144892307,-0.9665208181612357
San_Joaqu,San Joaquin Delta,CA,Pacific,-121.434869188,37.8836983751,55,0.9149449718024845,1485,1.5868743414463704,-10.433394432067871,-3.1177234411239625,0.3483186960220337,1.1701956987380981,1.9076759815216064,2.993595409393309,5.186795711517334,0.007315146614503349,0.40323367714881897,0.6421087980270386,-0.8802276849746704,1.5593572854995728,-0.44299752231830625,0.44427373989294716,-0.9082390410383194
San_Fran1,San Francisco Bay,CA,Pacific,-121.961075535,37.591129383,56,1.0838493704360348,61896,1.461155545557642,-11.320402145385742,-1.5088864266872406,0.4134844020009041,1.2769490480422974,1.5819944143295288,3.956495761871338,27.795751571655273,0.3049012221220871,0.33983801305294037,0.7556720972061157,-1.0697273015975952,1.1685100123286247,-0.28014773074668414,0.15572944349119536,-1.0792862070990443
San_Fran2,San Francisco Coastal South,CA,Pacific,-122.348391711,37.3015240654,57,3.6708901961630533,684,5.778668935963204,-3.5149362087249756,-0.9491175472736361,1.7202296555042267,2.0256303548812866,3.4510557651519775,19.238553333282464,65.56468200683594,0.003369400864862149,0.43605515360832214,0.6143861413002014,-1.0489987134933472,1.7308261096477509,-0.4871316538806126,0.5485988145608834,-0.8299865445317831
Coyote,Coyote,CA,Pacific,-121.833367441,37.2705916667,58,1.3206240791112256,544,2.4427495876810097,-3.400489091873169,-2.0125561714172364,-0.6274847388267517,1.164360523223877,2.747613549232483,7.729434299468991,12.747626304626465,0.002679757412989779,0.38185903429985046,0.71626877784729,-1.062763273715973,3.3750982880592346,-0.33369979440708514,1.216424446288366,-0.9627037586377148
Monterey_,Monterey Bay,CA,Pacific,-121.877994164,36.8672272784,59,1.2378965204809034,7687,3.146692672350529,-3.7181081771850586,-1.551193219423294,-0.17646389454603195,0.5216038823127747,1.1062071323394775,10.520707273483273,58.77757263183594,0.03786635153244933,0.42249172925949097,0.5638618469238281,-1.2022786736488342,1.2826710268855095,-0.5729460097524999,0.2489446434685873,-0.8615854080936965
Pajaro,Pajaro,CA,Pacific,-121.321213804,36.8089895957,60,2.897221973769705,420,2.532850268763278,-3.434095859527588,-1.4350834876298904,1.8384734988212585,2.313835024833679,3.678330183029175,8.38487949371337,25.010129928588867,0.0020689303556171088,0.4317609965801239,0.5709330439567566,-1.187705636024475,1.8398566842079163,-0.56048333722318,0.6096876795699504,-0.8398830924936559
Salinas,Salinas,CA,Pacific,-121.026150667,36.0325088094,61,2.3524904061334366,479,1.4996774008701697,-3.6582558155059814,0.39424457848072053,1.7679463624954224,2.082488775253296,2.5395342111587524,6.551336693763734,10.51355266571045,0.0023595658103347504,0.44380253553390503,0.5587075352668762,-1.2518208622932434,0.7715878486633301,-0.5821291354648377,-0.2593047463076807,-0.8123755552644862
Central_C,Central Coastal,CA,Pacific,-121.236257701,35.7771237023,62,3.240639599716625,3220,7.400041070168721,-3.783184766769409,-1.521575540304184,0.8080355525016785,1.1688085198402405,2.5853838324546814,27.625959491729738,79.12557220458984,0.0158617993930645,0.4555583894252777,0.5525442361831665,-1.061370074748993,1.777348279953003,-0.5932217833054053,0.5751225231889504,-0.7862313829556716
Santa_Yne,Santa Ynez,CA,Pacific,-119.98612108,34.6212539386,65,4.011794294744807,768,2.113700740421896,-3.336043119430542,1.0021630048751833,3.219905734062195,3.716310501098633,4.489858627319336,9.977724289894097,17.83531379699707,0.0037831869359855707,0.5905384421348572,0.5483245849609375,-0.7630928754806519,1.2699528932571411,-0.6008878590565819,0.23897980785906656,-0.5267205444732536
Santa_Cla,Santa Clara,CA,Pacific,-118.770139928,34.5350042823,66,5.023915250973357,516,2.3753670378321132,-3.4413082599639893,2.2254620492458344,3.5728840827941895,4.30724573135376,5.732401490211487,10.589994311332703,14.767792701721191,0.002541828722615305,0.5477884411811829,0.5737277269363403,-0.1062011867761612,2.1595174074172974,-0.5556003385154304,0.7698847742415585,-0.6018661228117334
Santa_Bar,Santa Barbara Coastal,CA,Pacific,-120.099954972,34.4728387841,67,2.2833703220889405,1863,2.253633843889657,-3.4140002727508545,0.08972141146659851,1.1883243322372437,1.6045589447021484,2.6226948499679565,8.412128162384043,21.841150283813477,0.009177183934558747,0.4442385137081146,0.5605849027633667,-0.41179707646369934,1.434370517730713,-0.5787745711111084,0.3607260893682698,-0.8113936677501443
Ventura,Ventura,CA,Pacific,-119.326858454,34.4091183962,68,5.787541932248055,94,5.259209605755355,-2.2628772258758545,1.3864192456007003,3.061643064022064,4.1369404792785645,6.071465730667114,16.91638946533203,32.67687225341797,4.630463176857339e-4,0.5062632858753204,0.5733590126037598,-0.14201006293296814,3.00982266664505,-0.556243209420602,1.1018811622893794,-0.6806984172014114
Calleguas,Calleguas,CA,Pacific,-118.974865096,34.2271591028,69,1.526497404950599,8112,1.5304599674407282,-3.4557182788848877,0.09779977109283211,0.7870724946260452,1.124820590019226,1.8040258288383484,5.68411768674849,19.673870086669922,0.03995991201134759,0.45392824709415436,0.5749162435531616,-0.007026186911389232,1.0169533342123032,-0.5535309121805339,0.016811230283358528,-0.7898161394794999
Los_Angel,Los Angeles,CA,Pacific,-118.278561479,34.1831026109,70,2.956372685828096,124,3.4338336768243276,-3.244821786880493,-2.3829017639160157,1.1920478343963623,2.2927792072296143,4.206654906272888,13.154961013793944,14.62045669555664,6.108270573726703e-4,0.43266063928604126,0.58448028564453125,0.04901810362935066,3.014607071876526,-0.5370322272196202,1.103469497267121,-0.837801601255107
Santa_Ana,Santa Ana,CA,Pacific,-117.371333252,34.030127137,71,2.360600624071582,302,3.1670962854895963,-3.075532913208008,-2.245311069488525,0.2718333601951599,1.3362889885902405,4.020094394683838,10.61058063507079,13.07647705078125,0.001487659446181826,0.42499367892742157,0.5807862877845764,-0.10865392535924911,3.748261034488678,-0.5433724249365873,1.3212920082926782,-0.8556809832802753
Santa_Mon,Santa Monica Bay,CA,Pacific,-118.623441843,34.0172896637,72,2.2388213348885375,630,3.7901657351865103,-3.3231253623962402,-1.4277434349060056,0.6986347734928131,1.1922694444656372,2.3829779624938965,10.808686614036528,46.141815185546875,0.0031033955334256636,0.4177377372980118,0.5804028511047363,0.5915749371051788,1.6843431890010834,-0.5440328456741483,0.5213756890006064,-0.8729014661014213
San_Gabri,San Gabriel,CA,Pacific,-117.985826155,34.0158662903,73,3.534400206391482,569,4.142778162702524,-4.002169609069824,-3.1084001541137694,1.051033854484558,3.779886484146118,5.675079345703125,10.040005874633776,58.15913009643555,0.0028029080293955596,0.4507058560848236,0.5846912562847137,-0.009031006135046482,4.624045491218567,-0.5366713381029998,1.5312699693879819,-0.7969403560599321
Seal_Beac,Seal Beach,CA,Pacific,-118.000416933,33.7322220792,74,0.6444387573349695,4753,1.4979431547437974,-4.066922187805176,-2.4930779457092282,0.1316990852355957,0.7581709623336792,1.003183126449585,4.234566879272459,15.672065734863281,0.023413395191066947,0.4211456775665283,0.5829506516456604,-0.03882446885108948,0.8714840412139893,-0.5396527417620335,-0.1375577260497494,-0.864776477679516
Newport_B,Newport Bay,CA,Pacific,-117.81383338,33.6617622198,75,1.0471587922735808,723,1.6427580112084463,-3.3800456523895264,-2.183707523345947,0.47271567583084106,0.980598509311676,1.1788144707679749,5.3921065568923945,8.490433692932129,0.0035615158264551664,0.4120952785015106,0.5797813534736633,-0.13488444685935974,0.7060987949371338,-0.545104223284823,-0.3480001151074701,-0.8865006978699232
Santa_Ma2,Santa Margarita,CA,Pacific,-117.007015815,33.4967512644,76,3.6544576247486633,854,1.9846377078843935,-2.3489396572113037,1.3239345371723177,2.433399498462677,3.44018292427063,4.365350723266602,8.622317028045654,21.00061798095703,0.004206825056421455,0.544503390789032,0.5776283144950867,-0.3998746871948242,1.9319512248039246,-0.5488246716647606,0.6585304895109401,-0.6078811092841003
Aliso_San,Aliso-San Onofre,CA,Pacific,-117.547996692,33.4902414318,77,2.8774783535954658,89,3.8317452527291853,-3.168133497238159,-2.6042181491851806,1.4207249879837036,2.0807271003723145,3.831899404525757,13.92063179016112,23.925626754760742,4.3841619440457784e-4,0.4758126139640808,0.5780419409275055,-0.33094771206378937,2.4111744165420532,-0.5481088507839517,0.8801139385742051,-0.7427311704010499
San_Luis_,San Luis Rey-Escondido,CA,Pacific,-117.026058436,33.2405476244,78,2.3657512817425816,1946,2.046516777085418,-3.2853329181671143,0.09672605711966753,1.3597571849822998,2.0424695014953613,2.781589090824127,7.268151640892029,30.3241024017334,0.009586043981025938,0.45901186764240265,0.5772978663444519,-0.5258897542953491,1.4218319058418274,-0.5493969128436936,0.35194611471850795,-0.7786792138257667
San_Diego,San Diego,CA,Pacific,-116.941174149,32.8809930718,79,2.223408993065361,3882,1.9361378989016274,-3.3172051906585693,-0.5331419914960861,1.1237099468708038,1.6999968886375427,2.817087769508362,7.153039133548736,15.947809219360352,0.019122827715489565,0.424151286482811,0.5770918428897858,-0.5767497718334198,1.693377822637558,-0.5497538520215215,0.5267252457883024,-0.8576650796484452
Cottonwoo,Cottonwood-Tijuana,"CA,MX",Pacific,-116.489543404,32.4744350843,80,2.4500945442454936,2282,2.2327673910619534,-3.2801637649536133,-0.028002211544662578,1.1284363865852356,1.8520258069038391,2.729687809944153,9.186176300048825,27.42365837097168,0.011241188265519625,0.41590774059295654,0.5805325508117676,-0.7233874201774597,1.6012514233589172,-0.5438094056664499,0.47078546313327824,-0.8772918207379001
San_Ferna,San Fernando,TX,Gulf,-98.2326250736,27.7142005501,81,5.283767755712988,412,4.9410510436446655,-3.5844266414642334,-2.7880110919475554,3.4299129247665405,4.130186557769775,4.974113464355469,17.131896352767942,49.78477478027344,0.002029522158367259,2.438434362411499,0.15769262611865997,3.478398323059082,1.5442005395889282,-1.8471075450241954,0.43450632632194885,0.8913561786072128
Baffin_Ba,Baffin Bay,TX,Gulf,-98.167002683,27.39040733,82,2.9035629186980874,2480,5.032277394436182,-4.917611122131348,-3.2691142737865446,-0.11266444995999336,2.0134224891662598,4.8449742794036865,14.64443194866181,36.64912414550781,0.012216541147453406,1.8729358315467834,0.1649637222290039,3.3512632846832275,4.95763872936368,-1.8020296945342344,1.6009295647547557,0.627507163156325
Central_L,Central Laguna Madre,TX,Gulf,-98.0422967053,26.8722131555,83,3.588739785950285,18911,3.151608953084692,-4.620923042297363,-1.6724005937576294,1.2358010411262512,3.613215923309326,5.364384174346924,10.604224920272827,26.129390716552734,0.09315605227398845,2.094813585281372,0.16652753949165344,2.9672560691833496,4.128583133220673,-1.7925945808868264,1.4179342810952036,0.7394645686424625
Lower_Nue,Lower Nueces,TX,Gulf,-98.0341784813,28.215561137,84,6.755450937516085,2092,3.6587377851136016,-4.564329147338867,-0.755531398952007,5.304115653038025,6.607518196105957,7.864960074424744,14.890476179122922,40.47587203979492,0.010305243580835694,3.4393826723098755,0.1396501660346985,4.016576766967773,2.5608444213867188,-1.96861479765719,0.9403370562064127,1.2352919995573284
Lower_San,Lower San Antonio,TX,Gulf,-97.7674734269,28.9042898672,85,10.870518158980476,5199,10.136273944667865,-6.4598588943481445,-4.109072208404541,3.7790406942367554,8.068120956420898,15.623761177062988,34.565309715271,68.78440856933594,0.025610402187746073,5.47442626953125,0.10771235823631287,4.466717958450317,11.844720482826233,-2.2282909545474383,2.471882239428239,1.7000874792584126
